Food Name,Sample Code,Product Description,Food Group,Country of Origin,Intended Use,Sample Type,Sub Sample,Sample Collection Date,Reason Collected,Human Illness Flag,Sampling Location Type,Sampling Location City Name,Sampling Location Province,Sampling Location Country,Lab Name,Analysis Completion Date,Result Operator,Result Value,Units of measurement,Analyte Name,Analyte Group,LOD,LOQ,MDL,Basis for Result,Quality Assurance,Result Comments,Test Method Name,Test Method Code,Instrumentation,Method Comments,Project Code,Project Name,Project Description,Organization
Table Syrups,TDS2000-JJ10-Hg,JJ10 Syrup (Artificial maple syrup)/Sirop (sirop d’érable artificiel),"Sugar solutions and syrups, also (partially) inverted, molasses",Unknown,Ready-to-eat,Composite,Yes,2000-09-15,Surveillance,No,Grocery Store,Ottawa,Ontario,Canada,HC FD BCS FRD Metal and Inorganic Speciation in Foods,2001-01-01,<LOD/MDL,0,ng/g,Mercury (Hg),Elements,0.14,,,As consumed,Lab used only QA and reference standards during sampling and analysis,,Analysis of Total Mercury,,Mercury Analyzer,,BCS.TDS2000.Mercury.Hg,Survey of Total Mercury in Total Diet Food Composites and Estimation of the Dietary Intake of Mercury by Adults and Children from Two Canadian Cities - Year 2000 Data,,Health Canada
"Tap Water, Kitchen",TDS1998-KK06-Hg,"KK06 Tap water, kitchen",Tap or well water,Unknown,Ready-to-eat,Composite,Yes,1998-01-15,Surveillance,No,Unknown Establishment Type,Kemptville,Ontario,Canada,HC FD BCS FRD Metal and Inorganic Speciation in Foods,1999-01-01,<LOD/MDL,0,ng/g,Mercury (Hg),Elements,0.041,,,As consumed,Lab used only QA and reference standards during sampling and analysis,,Analysis of Total Mercury,,Mercury Analyzer,,BCS.TDS1998.Mercury.Hg,Survey of Total Mercury in Total Diet Food Composites and Estimation of the Dietary Intake of Mercury by Adults and Children from Two Canadian Cities - Year 1998 Data,,Health Canada
"Tap Water, Kitchen",TDS2000-PP09-Hg,"PP09 Tap water, kitchen",Tap or well water,Unknown,Ready-to-eat,Composite,Yes,2000-09-15,Surveillance,No,Unknown Establishment Type,Ottawa,Ontario,Canada,HC FD BCS FRD Metal and Inorganic Speciation in Foods,2001-01-01,<LOD/MDL,0,ng/g,Mercury (Hg),Elements,0.04,,,As consumed,Lab used only QA and reference standards during sampling and analysis,,Analysis of Total Mercury,,Mercury Analyzer,,BCS.TDS2000.Mercury.Hg,Survey of Total Mercury in Total Diet Food Composites and Estimation of the Dietary Intake of Mercury by Adults and Children from Two Canadian Cities - Year 2000 Data,,Health Canada
Tea,TDS1998-KK05-Hg,KK05 Tea (Black tea)/Thé (thé noir),"Coffee and substitutes, tea, hot cereal and grain beverages, excl cocoa",Unknown,Ready-to-eat,Composite,Yes,1998-01-15,Surveillance,No,Grocery Store,Whitehorse,Yukon,Canada,HC FD BCS FRD Metal and Inorganic Speciation in Foods,1999-01-01,<LOD/MDL,0,ng/g,Mercury (Hg),Elements,0.024,,,As consumed,Lab used only QA and reference standards during sampling and analysis,,Analysis of Total Mercury,,Mercury Analyzer,,BCS.TDS1998.Mercury.Hg,Survey of Total Mercury in Total Diet Food Composites and Estimation of the Dietary Intake of Mercury by Adults and Children from Two Canadian Cities - Year 1998 Data,,Health Canada
Tea,TDS2000-KK06-Hg,KK06 Tea (Black tea)/Thé (thé noir),"Coffee and substitutes, tea, hot cereal and grain beverages, excl cocoa",Unknown,Ready-to-eat,Composite,Yes,2000-09-15,Surveillance,No,Grocery Store,Ottawa,Ontario,Canada,HC FD BCS FRD Metal and Inorganic Speciation in Foods,2001-01-01,=,0.11,ng/g,Mercury (Hg),Elements,0,,,As consumed,Lab used only QA and reference standards during sampling and analysis,,Analysis of Total Mercury,,Mercury Analyzer,,BCS.TDS2000.Mercury.Hg,Survey of Total Mercury in Total Diet Food Composites and Estimation of the Dietary Intake of Mercury by Adults and Children from Two Canadian Cities - Year 2000 Data,,Health Canada
Tomato Juice,TDS2000-GG19-Hg,"GG19 Vegetable juice, canned/Jus de légumes en conserve",Vegetable juice,Unknown,Ready-to-eat,Composite,Yes,2000-09-15,Surveillance,No,Grocery Store,Ottawa,Ontario,Canada,HC FD BCS FRD Metal and Inorganic Speciation in Foods,2001-01-01,=,0.1,ng/g,Mercury (Hg),Elements,0,,,As consumed,Lab used only QA and reference standards during sampling and analysis,,Analysis of Total Mercury,,Mercury Analyzer,,BCS.TDS2000.Mercury.Hg,Survey of Total Mercury in Total Diet Food Composites and Estimation of the Dietary Intake of Mercury by Adults and Children from Two Canadian Cities - Year 2000 Data,,Health Canada
Tomatoes,TDS2000-GG20-Hg,GG20 Tomatoes (Cooked and raw tomatoes)/Tomates (tomates cuites et crues),Tomatoes,Unknown,Ready-to-eat,Composite,Yes,2000-09-15,Surveillance,No,Grocery Store,Ottawa,Ontario,Canada,HC FD BCS FRD Metal and Inorganic Speciation in Foods,2001-01-01,=,0.28,ng/g,Mercury (Hg),Elements,0,,,As consumed,Lab used only QA and reference standards during sampling and analysis,,Analysis of Total Mercury,,Mercury Analyzer,,BCS.TDS2000.Mercury.Hg,Survey of Total Mercury in Total Diet Food Composites and Estimation of the Dietary Intake of Mercury by Adults and Children from Two Canadian Cities - Year 2000 Data,,Health Canada
"Tomatoes, canned",TDS1998-GG24-Hg,"GG24 Tomatoes, canned, and tomato sauce, canned/Tomates en conserve et sauces aux tomates en conserve",Canned Tubers,Unknown,Ready-to-eat,Composite,Yes,1998-01-15,Surveillance,No,Grocery Store,Whitehorse,Yukon,Canada,HC FD BCS FRD Metal and Inorganic Speciation in Foods,1999-01-01,<LOD/MDL,0,ng/g,Mercury (Hg),Elements,0.04,,,As consumed,Lab used only QA and reference standards during sampling and analysis,,Analysis of Total Mercury,,Mercury Analyzer,,BCS.TDS1998.Mercury.Hg,Survey of Total Mercury in Total Diet Food Composites and Estimation of the Dietary Intake of Mercury by Adults and Children from Two Canadian Cities - Year 1998 Data,,Health Canada
"Tomatoes, canned",TDS2000-GG21-Hg,"GG21 Tomatoes, canned, and tomato sauce, canned/Tomates en conserve et sauces aux tomates en conserve",Canned Tubers,Unknown,Ready-to-eat,Composite,Yes,2000-09-15,Surveillance,No,Grocery Store,Ottawa,Ontario,Canada,HC FD BCS FRD Metal and Inorganic Speciation in Foods,2001-01-01,=,0.17,ng/g,Mercury (Hg),Elements,0,,,As consumed,Lab used only QA and reference standards during sampling and analysis,,Analysis of Total Mercury,,Mercury Analyzer,,BCS.TDS2000.Mercury.Hg,Survey of Total Mercury in Total Diet Food Composites and Estimation of the Dietary Intake of Mercury by Adults and Children from Two Canadian Cities - Year 2000 Data,,Health Canada
"Veal Cutlets, Bone-In",TDS2000-BB06-Hg,"BB06 Veal, cutlets/Veau, escalopes",Veal,Unknown,Ready-to-eat,Composite,Yes,2000-09-15,Surveillance,No,Grocery Store,Ottawa,Ontario,Canada,HC FD BCS FRD Metal and Inorganic Speciation in Foods,2001-01-01,=,1.8,ng/g,Mercury (Hg),Elements,0,,,As consumed,Lab used only QA and reference standards during sampling and analysis,,Analysis of Total Mercury,,Mercury Analyzer,,BCS.TDS2000.Mercury.Hg,Survey of Total Mercury in Total Diet Food Composites and Estimation of the Dietary Intake of Mercury by Adults and Children from Two Canadian Cities - Year 2000 Data,,Health Canada
"White Rice (Long, Med, Short Grain)",TDS1998-FF19-Hg,FF19 Rice/Riz,Rice,Unknown,Ready-to-eat,Composite,Yes,1998-01-15,Surveillance,No,Grocery Store,Whitehorse,Yukon,Canada,HC FD BCS FRD Metal and Inorganic Speciation in Foods,1999-01-01,=,0.57,ng/g,Mercury (Hg),Elements,0,,,As consumed,Lab used only QA and reference standards during sampling and analysis,,Analysis of Total Mercury,,Mercury Analyzer,,BCS.TDS1998.Mercury.Hg,Survey of Total Mercury in Total Diet Food Composites and Estimation of the Dietary Intake of Mercury by Adults and Children from Two Canadian Cities - Year 1998 Data,,Health Canada
"White Rice (Long, Med, Short Grain)",TDS2000-FF19-Hg,FF19 Rice/Riz,Rice,Unknown,Ready-to-eat,Composite,Yes,2000-09-15,Surveillance,No,Grocery Store,Ottawa,Ontario,Canada,HC FD BCS FRD Metal and Inorganic Speciation in Foods,2001-01-01,=,1.8,ng/g,Mercury (Hg),Elements,0,,,As consumed,Lab used only QA and reference standards during sampling and analysis,,Analysis of Total Mercury,,Mercury Analyzer,,BCS.TDS2000.Mercury.Hg,Survey of Total Mercury in Total Diet Food Composites and Estimation of the Dietary Intake of Mercury by Adults and Children from Two Canadian Cities - Year 2000 Data,,Health Canada
Wieners,TDS1998-BB11-Hg,"BB11 Wieners & sausages (wieners, and fresh sausage)/Saucisses de Francfort et autres (saucisses de Francfort et saucisse fraîches)",Other,Unknown,Ready-to-eat,Composite,Yes,1998-01-15,Surveillance,No,Grocery Store,Whitehorse,Yukon,Canada,HC FD BCS FRD Metal and Inorganic Speciation in Foods,1999-01-01,=,0.82,ng/g,Mercury (Hg),Elements,0,,,As consumed,Lab used only QA and reference standards during sampling and analysis,,Analysis of Total Mercury,,Mercury Analyzer,,BCS.TDS1998.Mercury.Hg,Survey of Total Mercury in Total Diet Food Composites and Estimation of the Dietary Intake of Mercury by Adults and Children from Two Canadian Cities - Year 1998 Data,,Health Canada
Wieners,TDS2000-BB11-Hg,"BB11 Wieners & sausages (wieners, and fresh sausage)/Saucisses de Francfort et autres (saucisses de Francfort et saucisse fraîches)",Other,Unknown,Ready-to-eat,Composite,Yes,2000-09-15,Surveillance,No,Grocery Store,Ottawa,Ontario,Canada,HC FD BCS FRD Metal and Inorganic Speciation in Foods,2001-01-01,=,0.91,ng/g,Mercury (Hg),Elements,0,,,As consumed,Lab used only QA and reference standards during sampling and analysis,,Analysis of Total Mercury,,Mercury Analyzer,,BCS.TDS2000.Mercury.Hg,Survey of Total Mercury in Total Diet Food Composites and Estimation of the Dietary Intake of Mercury by Adults and Children from Two Canadian Cities - Year 2000 Data,,Health Canada
"Wine, Other",TDS1998-KK02-Hg,"KK02 Alcoholic drinks, wine (White and red wine)/Boissons alcoolisées, vins (vins blancs et vins rouges)",Still grape wine,Unknown,Ready-to-eat,Composite,Yes,1998-01-15,Surveillance,No,Grocery Store,Whitehorse,Yukon,Canada,HC FD BCS FRD Metal and Inorganic Speciation in Foods,1999-01-01,<LOD/MDL,0,ng/g,Mercury (Hg),Elements,0.042,,,As consumed,Lab used only QA and reference standards during sampling and analysis,,Analysis of Total Mercury,,Mercury Analyzer,,BCS.TDS1998.Mercury.Hg,Survey of Total Mercury in Total Diet Food Composites and Estimation of the Dietary Intake of Mercury by Adults and Children from Two Canadian Cities - Year 1998 Data,,Health Canada
"Wine, Other",TDS2000-KK02-Hg,"KK02 Alcoholic drinks, wine (White and red wine)/Boissons alcoolisées, vins (vins blancs et vins rouges)",Still grape wine,Unknown,Ready-to-eat,Composite,Yes,2000-09-15,Surveillance,No,Grocery Store,Ottawa,Ontario,Canada,HC FD BCS FRD Metal and Inorganic Speciation in Foods,2001-01-01,<LOD/MDL,0,ng/g,Mercury (Hg),Elements,0.11,,,As consumed,Lab used only QA and reference standards during sampling and analysis,,Analysis of Total Mercury,,Mercury Analyzer,,BCS.TDS2000.Mercury.Hg,Survey of Total Mercury in Total Diet Food Composites and Estimation of the Dietary Intake of Mercury by Adults and Children from Two Canadian Cities - Year 2000 Data,,Health Canada
"Yogurt, Flavoured",TDS1998-AA08-Hg,AA08 Yogurt (fruit and plain)/Yogourt (aux fruits et nature),"Dairy-based desserts (e.g., pudding, ice cream, flavoured yogurt)",Unknown,Ready-to-eat,Composite,Yes,1998-01-15,Surveillance,No,Grocery Store,Whitehorse,Yukon,Canada,HC FD BCS FRD Metal and Inorganic Speciation in Foods,1999-01-01,<LOD/MDL,0,ng/g,Mercury (Hg),Elements,0.25,,,As consumed,Lab used only QA and reference standards during sampling and analysis,,Analysis of Total Mercury,,Mercury Analyzer,,BCS.TDS1998.Mercury.Hg,Survey of Total Mercury in Total Diet Food Composites and Estimation of the Dietary Intake of Mercury by Adults and Children from Two Canadian Cities - Year 1998 Data,,Health Canada
"Yogurt, Flavoured",TDS2000-AA08-Hg,AA08 Yogurt (fruit and plain)/Yogourt (aux fruits et nature),"Dairy-based desserts (e.g., pudding, ice cream, flavoured yogurt)",Unknown,Ready-to-eat,Composite,Yes,2000-09-15,Surveillance,No,Grocery Store,Ottawa,Ontario,Canada,HC FD BCS FRD Metal and Inorganic Speciation in Foods,2001-01-01,=,0.12,ng/g,Mercury (Hg),Elements,0,,,As consumed,Lab used only QA and reference standards during sampling and analysis,,Analysis of Total Mercury,,Mercury Analyzer,,BCS.TDS2000.Mercury.Hg,Survey of Total Mercury in Total Diet Food Composites and Estimation of the Dietary Intake of Mercury by Adults and Children from Two Canadian Cities - Year 2000 Data,,Health Canada
potato chips,TDS1998-GG20-Hg,"GG20 Potatoes, chips (Plain)/Croustilles de pomme de terre (nature)","Snacks - potato, cereal, pulse, flour or starch based ",Unknown,Ready-to-eat,Composite,Yes,1998-01-15,Surveillance,No,Grocery Store,Whitehorse,Yukon,Canada,HC FD BCS FRD Metal and Inorganic Speciation in Foods,1999-01-01,=,0.11,ng/g,Mercury (Hg),Elements,0,,,As consumed,Lab used only QA and reference standards during sampling and analysis,,Analysis of Total Mercury,,Mercury Analyzer,,BCS.TDS1998.Mercury.Hg,Survey of Total Mercury in Total Diet Food Composites and Estimation of the Dietary Intake of Mercury by Adults and Children from Two Canadian Cities - Year 1998 Data,,Health Canada
potato chips,TDS2000-GG17-Hg,"GG17 Potatoes, chips (Plain)/Croustilles de pomme de terre (nature)","Snacks - potato, cereal, pulse, flour or starch based ",Unknown,Ready-to-eat,Composite,Yes,2000-09-15,Surveillance,No,Grocery Store,Ottawa,Ontario,Canada,HC FD BCS FRD Metal and Inorganic Speciation in Foods,2001-01-01,=,0.58,ng/g,Mercury (Hg),Elements,0,,,As consumed,Lab used only QA and reference standards during sampling and analysis,,Analysis of Total Mercury,,Mercury Analyzer,,BCS.TDS2000.Mercury.Hg,Survey of Total Mercury in Total Diet Food Composites and Estimation of the Dietary Intake of Mercury by Adults and Children from Two Canadian Cities - Year 2000 Data,,Health Canada
