Food Name,Sample Code,Product Description,Food Group,Country of Origin,Sample Type,Sub Sample,Sample Collection Date,Reason Collected,Human Illness Flag,Sampling Location Type,Sampling Location City Name,Sampling Location Province,Sampling Location Country,Lab Name,Analysis Completion Date,Result Operator,Result Value,Units of measurement,Analyte Name,Analyte Group,LOD,LOQ,MDL,% Recovery,Basis for Result,Quality Assurance,Result Comments,Test Method Name,Test Method Code,Instrumentation,Method Comments,Project Code,Project Name,Project Description,Organization
Lamb Chops,TDS2012-BB07-BPA,,Lamb,Unknown,Composite,Yes,2012-01-01,Surveillance,No,Grocery Store,Vancouver,British Columbia,Canada,HC FD BCS FRD Food Packaging Chemicals,2012-01-01,<LOD/MDL,0,ng/g,Bisphenol A (BPA),Food Packaging Chemicals,0.38,1.3,,,As consumed,Lab officially accredited for the relevant method during sampling and analysis,,Analysis of Bisphenol A,BPA_SPE.M,Gas chromatograph (GC)-Mass spectrometer (MS),,BCS.TDS2012.BPA,Total Diet Study 2012 BPA,,Health Canada
Lamb Chops,TDS2016-BB07-BPA,BB07 Lamb (lamb chops)/Agneau (côtelettes d’agneau),Lamb,Unknown,Composite,Yes,2016-01-01,Surveillance,No,Grocery Store,Québec,Quebec,Canada,HC FD BCS FRD Food Packaging Chemicals,2016-01-01,<LOD/MDL,0,ng/g,Bisphenol A (BPA),Food Packaging Chemicals,,,1.028189093,,As consumed,Lab successfully participated in relevant proficiency tests during sampling and analysis,,Analysis of Bisphenol A,BPA_SPE.M,Gas chromatograph (GC)-Mass spectrometer (MS),,BCS.TDS2016.BPA,Total Diet Study 2016 Bisphenol A,,Health Canada
Lettuce,TDS2009-GG11-BPA,,Lettuce,Unknown,Composite,Yes,2009-01-01,Surveillance,No,Grocery Store,Calgary,Alberta,Canada,HC FD BCS FRD Food Packaging Chemicals,2009-01-01,<LOD/MDL,0,ng/g,Bisphenol A (BPA),Food Packaging Chemicals,0.38,1.3,,,As consumed,Lab officially accredited for the relevant method during sampling and analysis,,Analysis of Bisphenol A,BPA_SPE.M,Gas chromatograph (GC)-Mass spectrometer (MS),,BCS.TDS2009.BPA,Total Diet Study 2009 Bisphenol A,,Health Canada
Lettuce,TDS2010-GG11-BPA,,Lettuce,Unknown,Composite,Yes,2010-01-01,Surveillance,No,Grocery Store,St. John's,Newfoundland and Labrador,Canada,HC FD BCS FRD Food Packaging Chemicals,2010-01-01,<LOD/MDL,0,ng/g,Bisphenol A (BPA),Food Packaging Chemicals,0.38,1.3,,,As consumed,Lab officially accredited for the relevant method during sampling and analysis,,Analysis of Bisphenol A,BPA_SPE.M,Gas chromatograph (GC)-Mass spectrometer (MS),,BCS.TDS2010.BPA,Total Diet Study 2010 Bisphenol A,,Health Canada
Lettuce,TDS2011-GG11-BPA,,Lettuce,Unknown,Composite,Yes,2011-01-01,Surveillance,No,Grocery Store,Ottawa,Ontario,Canada,HC FD BCS FRD Food Packaging Chemicals,2011-01-01,<LOD/MDL,0,ng/g,Bisphenol A (BPA),Food Packaging Chemicals,0.38,1.3,,,As consumed,Lab officially accredited for the relevant method during sampling and analysis,,Analysis of Bisphenol A,BPA_SPE.M,Gas chromatograph (GC)-Mass spectrometer (MS),,BCS.TDS2011.BPA,Total Diet Study 2011 Bisphenol A,,Health Canada
Lettuce,TDS2012-GG11-BPA,,Lettuce,Unknown,Composite,Yes,2012-01-01,Surveillance,No,Grocery Store,Vancouver,British Columbia,Canada,HC FD BCS FRD Food Packaging Chemicals,2012-01-01,<LOD/MDL,0,ng/g,Bisphenol A (BPA),Food Packaging Chemicals,0.38,1.3,,,As consumed,Lab officially accredited for the relevant method during sampling and analysis,,Analysis of Bisphenol A,BPA_SPE.M,Gas chromatograph (GC)-Mass spectrometer (MS),,BCS.TDS2012.BPA,Total Diet Study 2012 BPA,,Health Canada
Lettuce,TDS2016-GG11-BPA,GG11 Lettuce (Iceburg and romaine)/Laitue (iceberg et romaine),Lettuce,Unknown,Composite,Yes,2016-01-01,Surveillance,No,Grocery Store,Québec,Quebec,Canada,HC FD BCS FRD Food Packaging Chemicals,2016-01-01,<LOD/MDL,0,ng/g,Bisphenol A (BPA),Food Packaging Chemicals,,,0.80842005,,As consumed,Lab successfully participated in relevant proficiency tests during sampling and analysis,,Analysis of Bisphenol A,BPA_SPE.M,Gas chromatograph (GC)-Mass spectrometer (MS),,BCS.TDS2016.BPA,Total Diet Study 2016 Bisphenol A,,Health Canada
Luncheon Meats,TDS2009-BB08-BPA,"Luncheon meats, cold cuts",Other,Unknown,Composite,Yes,2009-01-01,Surveillance,No,Grocery Store,Calgary,Alberta,Canada,HC FD BCS FRD Food Packaging Chemicals,2009-01-01,<LOD/MDL,0,ng/g,Bisphenol A (BPA),Food Packaging Chemicals,0.38,1.3,,,As consumed,Lab officially accredited for the relevant method during sampling and analysis,,Analysis of Bisphenol A,BPA_SPE.M,Gas chromatograph (GC)-Mass spectrometer (MS),,BCS.TDS2009.BPA,Total Diet Study 2009 Bisphenol A,,Health Canada
Luncheon Meats,TDS2010-BB08-BPA,"Luncheon meats, cold cuts",Other,Unknown,Composite,Yes,2010-01-01,Surveillance,No,Grocery Store,St. John's,Newfoundland and Labrador,Canada,HC FD BCS FRD Food Packaging Chemicals,2010-01-01,<LOD/MDL,0,ng/g,Bisphenol A (BPA),Food Packaging Chemicals,0.38,1.3,,,As consumed,Lab officially accredited for the relevant method during sampling and analysis,,Analysis of Bisphenol A,BPA_SPE.M,Gas chromatograph (GC)-Mass spectrometer (MS),,BCS.TDS2010.BPA,Total Diet Study 2010 Bisphenol A,,Health Canada
Luncheon Meats,TDS2011-BB08-BPA,"Luncheon meats, cold cuts",Other,Unknown,Composite,Yes,2011-01-01,Surveillance,No,Grocery Store,Ottawa,Ontario,Canada,HC FD BCS FRD Food Packaging Chemicals,2011-01-01,<LOD/MDL,0,ng/g,Bisphenol A (BPA),Food Packaging Chemicals,0.38,1.3,,,As consumed,Lab officially accredited for the relevant method during sampling and analysis,,Analysis of Bisphenol A,BPA_SPE.M,Gas chromatograph (GC)-Mass spectrometer (MS),,BCS.TDS2011.BPA,Total Diet Study 2011 Bisphenol A,,Health Canada
Luncheon Meats,TDS2012-BB08-BPA,"Luncheon meats, cold cuts",Other,Unknown,Composite,Yes,2012-01-01,Surveillance,No,Grocery Store,Vancouver,British Columbia,Canada,HC FD BCS FRD Food Packaging Chemicals,2012-01-01,<LOD/MDL,0,ng/g,Bisphenol A (BPA),Food Packaging Chemicals,0.38,1.3,,,As consumed,Lab officially accredited for the relevant method during sampling and analysis,,Analysis of Bisphenol A,BPA_SPE.M,Gas chromatograph (GC)-Mass spectrometer (MS),,BCS.TDS2012.BPA,Total Diet Study 2012 BPA,,Health Canada
Luncheon Meats,TDS2016-BB08-BPA,"BB08 Luncheon meats, cold cuts (bologna and pastrami)/Viandes à sandwich, viandes froides (mortadelle et pastrami)",Other,Unknown,Composite,Yes,2016-01-01,Surveillance,No,Grocery Store,Québec,Quebec,Canada,HC FD BCS FRD Food Packaging Chemicals,2016-01-01,<LOD/MDL,0,ng/g,Bisphenol A (BPA),Food Packaging Chemicals,,,1.718812731,,As consumed,Lab successfully participated in relevant proficiency tests during sampling and analysis,,Analysis of Bisphenol A,BPA_SPE.M,Gas chromatograph (GC)-Mass spectrometer (MS),,BCS.TDS2016.BPA,Total Diet Study 2016 Bisphenol A,,Health Canada
"Maraschino Cherries, canned",TDS2009-HH06-BPA,,Canned,Unknown,Composite,Yes,2009-01-01,Surveillance,No,Grocery Store,Calgary,Alberta,Canada,HC FD BCS FRD Food Packaging Chemicals,2009-01-01,=,3.1,ng/g,Bisphenol A (BPA),Food Packaging Chemicals,0.38,1.3,,,As consumed,Lab officially accredited for the relevant method during sampling and analysis,,Analysis of Bisphenol A,BPA_SPE.M,Gas chromatograph (GC)-Mass spectrometer (MS),,BCS.TDS2009.BPA,Total Diet Study 2009 Bisphenol A,,Health Canada
"Maraschino Cherries, canned",TDS2010-HH06-BPA,,Canned,Unknown,Composite,Yes,2010-01-01,Surveillance,No,Grocery Store,St. John's,Newfoundland and Labrador,Canada,HC FD BCS FRD Food Packaging Chemicals,2010-01-01,=,5.6,ng/g,Bisphenol A (BPA),Food Packaging Chemicals,0.38,1.3,,,As consumed,Lab officially accredited for the relevant method during sampling and analysis,,Analysis of Bisphenol A,BPA_SPE.M,Gas chromatograph (GC)-Mass spectrometer (MS),,BCS.TDS2010.BPA,Total Diet Study 2010 Bisphenol A,,Health Canada
"Maraschino Cherries, canned",TDS2011-HH06-BPA,,Canned,Unknown,Composite,Yes,2011-01-01,Surveillance,No,Grocery Store,Ottawa,Ontario,Canada,HC FD BCS FRD Food Packaging Chemicals,2011-01-01,=,4.2,ng/g,Bisphenol A (BPA),Food Packaging Chemicals,0.38,1.3,,,As consumed,Lab officially accredited for the relevant method during sampling and analysis,,Analysis of Bisphenol A,BPA_SPE.M,Gas chromatograph (GC)-Mass spectrometer (MS),,BCS.TDS2011.BPA,Total Diet Study 2011 Bisphenol A,,Health Canada
"Maraschino Cherries, canned",TDS2012-HH06-BPA,,Canned,Unknown,Composite,Yes,2012-01-01,Surveillance,No,Grocery Store,Vancouver,British Columbia,Canada,HC FD BCS FRD Food Packaging Chemicals,2012-01-01,=,5.8,ng/g,Bisphenol A (BPA),Food Packaging Chemicals,0.38,1.3,,,As consumed,Lab officially accredited for the relevant method during sampling and analysis,,Analysis of Bisphenol A,BPA_SPE.M,Gas chromatograph (GC)-Mass spectrometer (MS),,BCS.TDS2012.BPA,Total Diet Study 2012 BPA,,Health Canada
"Maraschino Cherries, canned",TDS2016-HH06-BPA,HH06 Cherries (Cherries canned in light syrup)/Cerises (cerises en conserve dans un sirop léger),Canned,Unknown,Composite,Yes,2016-01-01,Surveillance,No,Grocery Store,Québec,Quebec,Canada,HC FD BCS FRD Food Packaging Chemicals,2016-01-01,<LOD/MDL,0,ng/g,Bisphenol A (BPA),Food Packaging Chemicals,,,3.869913542,,As consumed,Lab successfully participated in relevant proficiency tests during sampling and analysis,,Analysis of Bisphenol A,BPA_SPE.M,Gas chromatograph (GC)-Mass spectrometer (MS),,BCS.TDS2016.BPA,Total Diet Study 2016 Bisphenol A,,Health Canada
Margarine,TDS2009-II02-BPA,,Margarine and similar products,Unknown,Composite,Yes,2009-01-01,Surveillance,No,Grocery Store,Calgary,Alberta,Canada,HC FD BCS FRD Food Packaging Chemicals,2009-01-01,<LOD/MDL,0,ng/g,Bisphenol A (BPA),Food Packaging Chemicals,0.38,1.3,,,As consumed,Lab officially accredited for the relevant method during sampling and analysis,,Analysis of Bisphenol A,BPA_SPE.M,Gas chromatograph (GC)-Mass spectrometer (MS),,BCS.TDS2009.BPA,Total Diet Study 2009 Bisphenol A,,Health Canada
Margarine,TDS2010-II02-BPA,,Margarine and similar products,Unknown,Composite,Yes,2010-01-01,Surveillance,No,Grocery Store,St. John's,Newfoundland and Labrador,Canada,HC FD BCS FRD Food Packaging Chemicals,2010-01-01,<LOD/MDL,0,ng/g,Bisphenol A (BPA),Food Packaging Chemicals,0.38,1.3,,,As consumed,Lab officially accredited for the relevant method during sampling and analysis,,Analysis of Bisphenol A,BPA_SPE.M,Gas chromatograph (GC)-Mass spectrometer (MS),,BCS.TDS2010.BPA,Total Diet Study 2010 Bisphenol A,,Health Canada
Margarine,TDS2011-II02-BPA,,Margarine and similar products,Unknown,Composite,Yes,2011-01-01,Surveillance,No,Grocery Store,Ottawa,Ontario,Canada,HC FD BCS FRD Food Packaging Chemicals,2011-01-01,=,0.5,ng/g,Bisphenol A (BPA),Food Packaging Chemicals,0.38,1.3,,,As consumed,Lab officially accredited for the relevant method during sampling and analysis,,Analysis of Bisphenol A,BPA_SPE.M,Gas chromatograph (GC)-Mass spectrometer (MS),,BCS.TDS2011.BPA,Total Diet Study 2011 Bisphenol A,,Health Canada
Margarine,TDS2012-II02-BPA,,Margarine and similar products,Unknown,Composite,Yes,2012-01-01,Surveillance,No,Grocery Store,Vancouver,British Columbia,Canada,HC FD BCS FRD Food Packaging Chemicals,2012-01-01,<LOD/MDL,0,ng/g,Bisphenol A (BPA),Food Packaging Chemicals,0.38,1.3,,,As consumed,Lab officially accredited for the relevant method during sampling and analysis,,Analysis of Bisphenol A,BPA_SPE.M,Gas chromatograph (GC)-Mass spectrometer (MS),,BCS.TDS2012.BPA,Total Diet Study 2012 BPA,,Health Canada
Margarine,TDS2016-II02-BPA,II02 Margarine/Margarine,Margarine and similar products,Unknown,Composite,Yes,2016-01-01,Surveillance,No,Grocery Store,Québec,Quebec,Canada,HC FD BCS FRD Food Packaging Chemicals,2016-01-01,<LOD/MDL,0,ng/g,Bisphenol A (BPA),Food Packaging Chemicals,,,1.708623273,,As consumed,Lab successfully participated in relevant proficiency tests during sampling and analysis,,Analysis of Bisphenol A,BPA_SPE.M,Gas chromatograph (GC)-Mass spectrometer (MS),,BCS.TDS2016.BPA,Total Diet Study 2016 Bisphenol A,,Health Canada
Mayonnaise,TDS2009-II04-BPA,,"Emulsified sauces (e.g., mayonnaise, salad dressing)",Unknown,Composite,Yes,2009-01-01,Surveillance,No,Grocery Store,Calgary,Alberta,Canada,HC FD BCS FRD Food Packaging Chemicals,2009-01-01,<LOD/MDL,0,ng/g,Bisphenol A (BPA),Food Packaging Chemicals,0.38,1.3,,,As consumed,Lab officially accredited for the relevant method during sampling and analysis,,Analysis of Bisphenol A,BPA_SPE.M,Gas chromatograph (GC)-Mass spectrometer (MS),,BCS.TDS2009.BPA,Total Diet Study 2009 Bisphenol A,,Health Canada
Mayonnaise,TDS2010-II04-BPA,,"Emulsified sauces (e.g., mayonnaise, salad dressing)",Unknown,Composite,Yes,2010-01-01,Surveillance,No,Grocery Store,St. John's,Newfoundland and Labrador,Canada,HC FD BCS FRD Food Packaging Chemicals,2010-01-01,<LOD/MDL,0,ng/g,Bisphenol A (BPA),Food Packaging Chemicals,0.38,1.3,,,As consumed,Lab officially accredited for the relevant method during sampling and analysis,,Analysis of Bisphenol A,BPA_SPE.M,Gas chromatograph (GC)-Mass spectrometer (MS),,BCS.TDS2010.BPA,Total Diet Study 2010 Bisphenol A,,Health Canada
Mayonnaise,TDS2011-II04-BPA,,"Emulsified sauces (e.g., mayonnaise, salad dressing)",Unknown,Composite,Yes,2011-01-01,Surveillance,No,Grocery Store,Ottawa,Ontario,Canada,HC FD BCS FRD Food Packaging Chemicals,2011-01-01,<LOD/MDL,0,ng/g,Bisphenol A (BPA),Food Packaging Chemicals,0.38,1.3,,,As consumed,Lab officially accredited for the relevant method during sampling and analysis,,Analysis of Bisphenol A,BPA_SPE.M,Gas chromatograph (GC)-Mass spectrometer (MS),,BCS.TDS2011.BPA,Total Diet Study 2011 Bisphenol A,,Health Canada
Mayonnaise,TDS2012-II04-BPA,,"Emulsified sauces (e.g., mayonnaise, salad dressing)",Unknown,Composite,Yes,2012-01-01,Surveillance,No,Grocery Store,Vancouver,British Columbia,Canada,HC FD BCS FRD Food Packaging Chemicals,2012-01-01,<LOD/MDL,0,ng/g,Bisphenol A (BPA),Food Packaging Chemicals,0.38,1.3,,,As consumed,Lab officially accredited for the relevant method during sampling and analysis,,Analysis of Bisphenol A,BPA_SPE.M,Gas chromatograph (GC)-Mass spectrometer (MS),,BCS.TDS2012.BPA,Total Diet Study 2012 BPA,,Health Canada
Mayonnaise,TDS2016-II04-BPA,II04 Mayonnaise/Mayonnaise,"Emulsified sauces (e.g., mayonnaise, salad dressing)",Unknown,Composite,Yes,2016-01-01,Surveillance,No,Grocery Store,Québec,Quebec,Canada,HC FD BCS FRD Food Packaging Chemicals,2016-01-01,<LOD/MDL,0,ng/g,Bisphenol A (BPA),Food Packaging Chemicals,,,1.000632544,,As consumed,Lab successfully participated in relevant proficiency tests during sampling and analysis,,Analysis of Bisphenol A,BPA_SPE.M,Gas chromatograph (GC)-Mass spectrometer (MS),,BCS.TDS2016.BPA,Total Diet Study 2016 Bisphenol A,,Health Canada
"Meat, Poultry or Eggs",TDS2009-CC02-BPA,,"Meat, poultry, fish, or eggs",Unknown,Composite,Yes,2009-01-01,Surveillance,No,Grocery Store,Calgary,Alberta,Canada,HC FD BCS FRD Food Packaging Chemicals,2009-01-01,=,0.41,ng/g,Bisphenol A (BPA),Food Packaging Chemicals,0.38,1.3,,,As consumed,Lab officially accredited for the relevant method during sampling and analysis,,Analysis of Bisphenol A,BPA_SPE.M,Gas chromatograph (GC)-Mass spectrometer (MS),,BCS.TDS2009.BPA,Total Diet Study 2009 Bisphenol A,,Health Canada
"Meat, Poultry or Eggs",TDS2010-CC02-BPA,,"Meat, poultry, fish, or eggs",Unknown,Composite,Yes,2010-01-01,Surveillance,No,Grocery Store,St. John's,Newfoundland and Labrador,Canada,HC FD BCS FRD Food Packaging Chemicals,2010-01-01,<LOD/MDL,0,ng/g,Bisphenol A (BPA),Food Packaging Chemicals,0.38,1.3,,,As consumed,Lab officially accredited for the relevant method during sampling and analysis,,Analysis of Bisphenol A,BPA_SPE.M,Gas chromatograph (GC)-Mass spectrometer (MS),,BCS.TDS2010.BPA,Total Diet Study 2010 Bisphenol A,,Health Canada
"Meat, Poultry or Eggs",TDS2011-CC02-BPA,,"Meat, poultry, fish, or eggs",Unknown,Composite,Yes,2011-01-01,Surveillance,No,Grocery Store,Ottawa,Ontario,Canada,HC FD BCS FRD Food Packaging Chemicals,2011-01-01,<LOD/MDL,0,ng/g,Bisphenol A (BPA),Food Packaging Chemicals,0.38,1.3,,,As consumed,Lab officially accredited for the relevant method during sampling and analysis,,Analysis of Bisphenol A,BPA_SPE.M,Gas chromatograph (GC)-Mass spectrometer (MS),,BCS.TDS2011.BPA,Total Diet Study 2011 Bisphenol A,,Health Canada
"Meat, Poultry or Eggs",TDS2012-CC02-BPA,,"Meat, poultry, fish, or eggs",Unknown,Composite,Yes,2012-01-01,Surveillance,No,Grocery Store,Vancouver,British Columbia,Canada,HC FD BCS FRD Food Packaging Chemicals,2012-01-01,<LOD/MDL,0,ng/g,Bisphenol A (BPA),Food Packaging Chemicals,0.38,1.3,,,As consumed,Lab officially accredited for the relevant method during sampling and analysis,,Analysis of Bisphenol A,BPA_SPE.M,Gas chromatograph (GC)-Mass spectrometer (MS),,BCS.TDS2012.BPA,Total Diet Study 2012 BPA,,Health Canada
"Meat, Poultry or Eggs",TDS2016-CC02-BPA,"CC02 Poultry, chicken & turkey (roast chicken and turkey)/Volaille, poulet et dinde (poulet et dinde rôtis)","Meat, poultry, fish, or eggs",Unknown,Composite,Yes,2016-01-01,Surveillance,No,Grocery Store,Québec,Quebec,Canada,HC FD BCS FRD Food Packaging Chemicals,2016-01-01,<LOD/MDL,0,ng/g,Bisphenol A (BPA),Food Packaging Chemicals,,,1.532556154,,As consumed,Lab successfully participated in relevant proficiency tests during sampling and analysis,,Analysis of Bisphenol A,BPA_SPE.M,Gas chromatograph (GC)-Mass spectrometer (MS),,BCS.TDS2016.BPA,Total Diet Study 2016 Bisphenol A,,Health Canada
"Milk, 1%",TDS2009-AA03-BPA,,Milk,Unknown,Composite,Yes,2009-01-01,Surveillance,No,Grocery Store,Calgary,Alberta,Canada,HC FD BCS FRD Food Packaging Chemicals,2009-01-01,<LOD/MDL,0,ng/g,Bisphenol A (BPA),Food Packaging Chemicals,0.2,0.66,,,As consumed,Lab officially accredited for the relevant method during sampling and analysis,,Analysis of Bisphenol A,BPA_SPE.M,Gas chromatograph (GC)-Mass spectrometer (MS),,BCS.TDS2009.BPA,Total Diet Study 2009 Bisphenol A,,Health Canada
"Milk, 1%",TDS2010-AA03-BPA,,Milk,Unknown,Composite,Yes,2010-01-01,Surveillance,No,Grocery Store,St. John's,Newfoundland and Labrador,Canada,HC FD BCS FRD Food Packaging Chemicals,2010-01-01,<LOD/MDL,0,ng/g,Bisphenol A (BPA),Food Packaging Chemicals,0.2,0.66,,,As consumed,Lab officially accredited for the relevant method during sampling and analysis,,Analysis of Bisphenol A,BPA_SPE.M,Gas chromatograph (GC)-Mass spectrometer (MS),,BCS.TDS2010.BPA,Total Diet Study 2010 Bisphenol A,,Health Canada
"Milk, 1%",TDS2011-AA03-BPA,,Milk,Unknown,Composite,Yes,2011-01-01,Surveillance,No,Grocery Store,Ottawa,Ontario,Canada,HC FD BCS FRD Food Packaging Chemicals,2011-01-01,<LOD/MDL,0,ng/g,Bisphenol A (BPA),Food Packaging Chemicals,0.2,0.66,,,As consumed,Lab officially accredited for the relevant method during sampling and analysis,,Analysis of Bisphenol A,BPA_SPE.M,Gas chromatograph (GC)-Mass spectrometer (MS),,BCS.TDS2011.BPA,Total Diet Study 2011 Bisphenol A,,Health Canada
"Milk, 1%",TDS2012-AA03-BPA,,Milk,Unknown,Composite,Yes,2012-01-01,Surveillance,No,Grocery Store,Vancouver,British Columbia,Canada,HC FD BCS FRD Food Packaging Chemicals,2012-01-01,<LOD/MDL,0,ng/g,Bisphenol A (BPA),Food Packaging Chemicals,0.2,0.66,,,As consumed,Lab officially accredited for the relevant method during sampling and analysis,,Analysis of Bisphenol A,BPA_SPE.M,Gas chromatograph (GC)-Mass spectrometer (MS),,BCS.TDS2012.BPA,Total Diet Study 2012 BPA,,Health Canada
"Milk, 1%",TDS2016-AA03-BPA,"AA03 Milk, 1%/lait, 1 %",Milk,Unknown,Composite,Yes,2016-01-01,Surveillance,No,Grocery Store,Québec,Quebec,Canada,HC FD BCS FRD Food Packaging Chemicals,2016-01-01,<LOD/MDL,0,ng/g,Bisphenol A (BPA),Food Packaging Chemicals,,,0.599380486,,As consumed,Lab successfully participated in relevant proficiency tests during sampling and analysis,,Analysis of Bisphenol A,BPA_SPE.M,Gas chromatograph (GC)-Mass spectrometer (MS),,BCS.TDS2016.BPA,Total Diet Study 2016 Bisphenol A,,Health Canada
"Milk, 2%",TDS2009-AA02-BPA,,Milk,Unknown,Composite,Yes,2009-01-01,Surveillance,No,Grocery Store,Calgary,Alberta,Canada,HC FD BCS FRD Food Packaging Chemicals,2009-01-01,<LOD/MDL,0,ng/g,Bisphenol A (BPA),Food Packaging Chemicals,0.2,0.66,,,As consumed,Lab officially accredited for the relevant method during sampling and analysis,,Analysis of Bisphenol A,BPA_SPE.M,Gas chromatograph (GC)-Mass spectrometer (MS),,BCS.TDS2009.BPA,Total Diet Study 2009 Bisphenol A,,Health Canada
"Milk, 2%",TDS2010-AA02-BPA,,Milk,Unknown,Composite,Yes,2010-01-01,Surveillance,No,Grocery Store,St. John's,Newfoundland and Labrador,Canada,HC FD BCS FRD Food Packaging Chemicals,2010-01-01,<LOD/MDL,0,ng/g,Bisphenol A (BPA),Food Packaging Chemicals,0.2,0.66,,,As consumed,Lab officially accredited for the relevant method during sampling and analysis,,Analysis of Bisphenol A,BPA_SPE.M,Gas chromatograph (GC)-Mass spectrometer (MS),,BCS.TDS2010.BPA,Total Diet Study 2010 Bisphenol A,,Health Canada
"Milk, 2%",TDS2011-AA01-BPA,,Milk,Unknown,Composite,Yes,2011-01-01,Surveillance,No,Grocery Store,Ottawa,Ontario,Canada,HC FD BCS FRD Food Packaging Chemicals,2011-01-01,<LOD/MDL,0,ng/g,Bisphenol A (BPA),Food Packaging Chemicals,0.2,0.66,,,As consumed,Lab officially accredited for the relevant method during sampling and analysis,,Analysis of Bisphenol A,BPA_SPE.M,Gas chromatograph (GC)-Mass spectrometer (MS),,BCS.TDS2011.BPA,Total Diet Study 2011 Bisphenol A,,Health Canada
