RESPONSEID,RESPID,WEIGHT,STATUS,INTERVIEW_START,INTERVIEW_END,HCMA,HISTORONTO,HISMONTREAL,HISVANCOUVER,L,QINTRO_1,SQA,SQB,SQC,HREGION,SQD,SQE,QN1A,ON1B,QN1B_R1,QN1B_R2,QN1B_R3,QN1B_R4,QN1B_R5,QN1C_1,QN1C_2,QN1C_3,QN1C_4,QN1C_5,QN1C_6,QN1C_7,QN1C_8,QN1C_9,QN1C_10,QN1C_11,QN1C_12,QN1C_13,QN1C_98,QN1C_98_R1,QN1C_98_OTHER,QN2,QN3,QN4,QN5,QN6A,QN7,HSEENAD,QN8,QN8_R1,QN9A,QN9B,QN9B_R1,QN10_1,QN10_2,QN10_3,QN11,QN11_R1,ON11_98_OTHER,QN12,QN12_R1,QN12_98_OTHER,QN13_1,QN13_2,QN13_3,QN13_4,QN13_5,QN13_6,QN13_7,QN13_8,QN13_9,QN13_10,QN13_11,QN14,QN15A,QN15B,QN16_1,QN16_2,QN16_3,QN16_4,QN17,QN17_R1,QN17_R2,QN17_R3,QN17_R4,QN17_R5,QN18_R1,QN18_R2,QN18_R3,QN18_R4,QN18_R5,QN18_R6,QN18_R7,QN18,QN19_1,QN19_2,QN19_3,QN19_4,QN20A,QN20B_R1,QN20B_R2,QN20B_R3,QN20B_R4,QN20B_R5,QN20B,QN21_1,QN21_2,QN21_3,QN21_4,QN21_5,QN21_6,QN21_7,QN21_8,QN21_9,QN21_10,QN22_1,QN22_2,QN22_3,QN22_4,QN22_5,QN22_6,QN22_7,QN22_8,QN22_9,QN22_10,QN23_1,QN23_2,QN24_1,QN24_2,QN24_3,QN24_4,QN24_5,QN24_6,QN24_7,QN24_8,QN25_1,QN25_2,QN26_1,QN26_2,QN26_3,QN26_4,QN26_5,QN26_6,QN26_7,QN26_8,QN27A,QN27B_R1,QN27B_R2,QN27B_R3,QN27B_R4,QN27B_R5,QN27B,QN27C,QN28_1,QN28_2,QN28_3,QN29,QN30,QN31,QN32,QN33,QN34,QN35,DUSseg1,CONTseg2,ACTseg3,DrugUseSegs,PrimaryFirst
"2,525","2,696",0.974461000000,Complete,24-Mar-2011 00:43:11,24-Mar-2011 00:58:41,#NULL!,No,No,No,English,Win32,14,Male,Ontario,Ontario (include Nunavut),You live with two parents,No,No,,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,Yes,No,No,No,No,No,Yes,Drugs will harm you and the one around you,Drugs can ruin your life/family/future,No,,#NULL!,No,No,No,No,#NULL!,,Government of Canada/federal government,#NULL!,,Somewhat agree,Strongly agree,Strongly disagree,Somewhat agree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat disagree,Somewhat agree,No,#NULL!,#NULL!,3,4,3,3,Marijuana,Marijuana/cannabis,#NULL!,#NULL!,#NULL!,#NULL!,All/most drugs,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,All,Somewhat likely,Not at all likely,Not at all likely,Not at all likely,No,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Very dangerous to your health,Very dangerous to your health,Very dangerous to your health,Very dangerous to your health,Very dangerous to your health,Very dangerous to your health,Very dangerous to your health,Very dangerous to your health,Very dangerous to your health,Very dangerous to your health,Somewhatserious,Veryserious,Somewhatlikely,Verylikely,Somewhatlikely,Verylikely,Somewhatlikely,Verylikely,Somewhatlikely,Verylikely,Somewhatserious,Veryserious,Somewhatlikely,Verylikely,Somewhatlikely,Verylikely,Somewhatlikely,Verylikely,Somewhatlikely,Verylikely,No,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,#NULL!,Not at alllikely,Not at alllikely,Not verylikely,Strongly agree,"Yes, in school full-time",A (80% to 100%),"Completed community college, vocational or trade school (or complete CEGEP)",$11 to $20,No,No,124,125,110,Contemplative,Primary Case
"2,531","2,702",1.018072000000,Complete,24-Mar-2011 00:55:54,24-Mar-2011 01:02:23,#NULL!,No,No,No,Français,Win32,13,Female,Quebec,Quebec,You live with a parent and a step- parent,Yes,Yes,"Dans le metro, une fille qui était belle mais ne l'es plus",Other,#NULL!,#NULL!,#NULL!,#NULL!,0,0,0,0,0,0,0,1,0,0,0,0,0,0,#NULL!,,No,No,Yes,Yes,Yes,No,Yes,Que la drogue rend malade,Drugs are bad for you/your health,No,,#NULL!,Yes,No,No,No,#NULL!,,Government of Canada/federal government,#NULL!,,Strongly agree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat agree,No,#NULL!,#NULL!,5,4,5,5,du pot,Marijuana/cannabis,#NULL!,#NULL!,#NULL!,#NULL!,Ecstasy/MDMA,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,l'extasie,Somewhat likely,Somewhat likely,Not very likely,Not very likely,No,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Very dangerous to your health,Very dangerous to your health,Very dangerous to your health,Very dangerous to your health,Somewhat dangerous to your health,Very dangerous to your health,Somewhat dangerous to your health,Somewhat dangerous to your health,Very dangerous to your health,Not very dangerous to your health,Not veryserious,Somewhatserious,Verylikely,Verylikely,Not verylikely,Not verylikely,Somewhatlikely,Not verylikely,Not verylikely,Somewhatlikely,Not veryserious,Somewhatserious,Verylikely,Verylikely,Somewhatlikely,Somewhatlikely,Somewhatlikely,Verylikely,Verylikely,Verylikely,No,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,#NULL!,Not verylikely,Not verylikely,Somewhatlikely,Somewhat agree,"Yes, in school full-time",B (70% to 79%),Completed university (Bachelor,$1 to $10,No,No,83,93,90,Contemplative,Primary Case
"2,533","2,704",0.866558000000,Complete,24-Mar-2011 01:00:39,24-Mar-2011 01:27:16,#NULL!,No,No,No,English,,14,Female,Manitoba,Manitoba / Saskatchewan,You live with two parents,Yes,Yes,Girl in her room.  She does drugs.  The more she uses the worse her body and image becomes.  She loses weight and gets sick and has sores on her.,Effects of doing drugs,Girl looking in mirror/changing appearance/rhyme,#NULL!,#NULL!,#NULL!,1,0,0,0,0,0,0,0,0,0,0,0,0,0,#NULL!,,Yes,No,No,Yes,Yes,No,Yes,If you do drugs  you become sick and your body and mind changes.  You become angry with everything and everybody. Drugs are the only thing that becomes important.,Drugs are bad for you/your health,No,,#NULL!,No,No,No,No,#NULL!,,"Some level of government, but not clear which one",#NULL!,,Somewhat disagree,Strongly agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat disagree,Somewhat agree,No,#NULL!,#NULL!,6,5,6,6,"weed, ecstacy,crystal meth",Marijuana/cannabis,Ecstasy,Amphetamines/speed,#NULL!,#NULL!,Amphetamine/speed,Ecstasy/MDMA,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,"crystal meth, ecstacy",Somewhat likely,Not very likely,Not very likely,Not very likely,Yes,Tried/used it,#NULL!,#NULL!,#NULL!,#NULL!,used it,5 times or more,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Once,Not at all,Once,Not very dangerous to your health,Very dangerous to your health,Very dangerous to your health,Very dangerous to your health,Very dangerous to your health,Very dangerous to your health,Very dangerous to your health,Very dangerous to your health,Very dangerous to your health,Not very dangerous to your health,Not veryserious,Somewhatserious,Not verylikely,Not verylikely,Somewhatlikely,Somewhatlikely,Not verylikely,Not verylikely,Not verylikely,Not verylikely,Veryserious,Veryserious,Verylikely,Verylikely,Verylikely,Verylikely,Verylikely,Verylikely,Verylikely,Verylikely,No,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,#NULL!,Not verylikely,Not verylikely,Not verylikely,Strongly disagree,"Yes, in school full-time",B (70% to 79%),"Completed community college, vocational or trade school (or complete CEGEP)",$21 to $40,No,No,63,76,83,Active,Primary Case
"2,543","2,714",1.018072000000,Complete,24-Mar-2011 01:11:32,24-Mar-2011 01:18:09,#NULL!,No,No,No,English,Win32,13,Female,Quebec,Quebec,You live with one parent,No,No,,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,No,No,No,No,Yes,No,Yes,don't do drugs,Say no to drugs/stay away from drugs,No,,#NULL!,No,No,No,No,#NULL!,,Government of Canada/federal government,#NULL!,,Somewhat agree,Strongly agree,Somewhat agree,Strongly agree,Somewhat agree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Somewhat disagree,Strongly agree,No,#NULL!,#NULL!,4,4,4,4,acid,L.S.D./acid,#NULL!,#NULL!,#NULL!,#NULL!,LSD/acid,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,acid,Very likely,Not at all likely,Not at all likely,Not at all likely,No,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Very dangerous to your health,Very dangerous to your health,Very dangerous to your health,Very dangerous to your health,Very dangerous to your health,Very dangerous to your health,Very dangerous to your health,Very dangerous to your health,Very dangerous to your health,Very dangerous to your health,Veryserious,Veryserious,Verylikely,Verylikely,Verylikely,Verylikely,Verylikely,Verylikely,Verylikely,Verylikely,Veryserious,Veryserious,Verylikely,Verylikely,Verylikely,Verylikely,Verylikely,Verylikely,Verylikely,Verylikely,No,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,#NULL!,Not at alllikely,Not at alllikely,Not verylikely,Strongly agree,"Yes, in school full-time",B (70% to 79%),Some university (no degree),$1 to $10,No,No,171,164,143,Inactive,Primary Case
"2,547","2,718",1.018072000000,Complete,24-Mar-2011 01:19:02,24-Mar-2011 01:34:35,#NULL!,No,No,No,Français,MacIntel,15,Female,Quebec,Quebec,You live with a parent and a step- parent,No,Yes,de pas prendre de la drogue,Not doing drugs/they are bad/unhealthy,#NULL!,#NULL!,#NULL!,#NULL!,1,0,0,0,0,0,0,0,0,0,0,0,0,0,#NULL!,,Yes,No,No,No,No,No,Yes,la drogue c'est pas bon,Drugs are bad for you/your health,No,,#NULL!,No,No,No,No,#NULL!,,"Some level of government, but not clear which one",#NULL!,,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat disagree,Somewhat agree,No,#NULL!,#NULL!,3,5,5,5,le pot et le hache,Marijuana/cannabis,Hashish,#NULL!,#NULL!,#NULL!,Pills,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,les pillules,Somewhat likely,Not very likely,Not very likely,Not very likely,No,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Somewhat dangerous to your health,Very dangerous to your health,Very dangerous to your health,Very dangerous to your health,Very dangerous to your health,Very dangerous to your health,Very dangerous to your health,Very dangerous to your health,Very dangerous to your health,Not at all dangerous to your health,Not veryserious,Somewhatserious,Somewhatlikely,Somewhatlikely,Somewhatlikely,Not verylikely,Not verylikely,Not verylikely,Somewhatlikely,Not verylikely,Veryserious,Veryserious,Verylikely,Verylikely,Verylikely,Verylikely,Verylikely,Verylikely,Verylikely,Verylikely,No,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,#NULL!,Not at alllikely,Not at alllikely,Not at alllikely,Strongly agree,"Yes, in school full-time",B (70% to 79%),"Some community college, vocational or trade school (or some CEGEP)",$1 to $10,No,No,67,78,80,Active,Primary Case
"2,551","2,722",0.866558000000,Complete,24-Mar-2011 01:22:52,24-Mar-2011 01:43:57,#NULL!,No,No,No,English,Win32,14,Female,Manitoba,Manitoba / Saskatchewan,You live with two parents,No,Yes,brains frying. kids smoken. faces al scarred up,Drugs fry your brain/health effects,#NULL!,#NULL!,#NULL!,#NULL!,1,0,0,0,0,0,0,0,0,0,0,0,0,0,#NULL!,,Yes,Yes,No,Yes,Yes,No,Yes,That drugs are harmfull to you and the people around  you,Drugs are bad for you/your health,No,,#NULL!,No,No,No,No,#NULL!,,Government of Canada/federal government,#NULL!,,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat agree,Strongly disagree,Strongly agree,Yes,10,No,4,4,4,4,no,None,#NULL!,#NULL!,#NULL!,#NULL!,Marijuana/cannabis,Cocaine/crack,Ecstasy/MDMA,#NULL!,#NULL!,#NULL!,#NULL!,"weed, cociane, E,",Very likely,Not at all likely,Not at all likely,Not at all likely,No,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Very dangerous to your health,Very dangerous to your health,Very dangerous to your health,Very dangerous to your health,Very dangerous to your health,Very dangerous to your health,Very dangerous to your health,Very dangerous to your health,Very dangerous to your health,Very dangerous to your health,Veryserious,Veryserious,Verylikely,Verylikely,Verylikely,Verylikely,Verylikely,Verylikely,Verylikely,Verylikely,Veryserious,Veryserious,Verylikely,Verylikely,Verylikely,Verylikely,Verylikely,Verylikely,Verylikely,Verylikely,Yes,DK/NA,#NULL!,#NULL!,#NULL!,#NULL!,can't remember thier names,No,Not at alllikely,Not at alllikely,Somewhatlikely,Strongly agree,"Yes, in school full-time",B (70% to 79%),Some high school (grades 8 - 11),$1 to $10,No,No,147,142,121,Inactive,Primary Case
"2,555","2,726",1.013973000000,Complete,24-Mar-2011 01:27:11,24-Mar-2011 01:46:55,#NULL!,No,No,No,English,Win32,14,Male,British Columbia,British Columbia (include Yukon),You live with two parents,Yes,No,,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,No,No,No,No,No,No,No,,#NULL!,#NULL!,,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,#NULL!,#NULL!,,Strongly agree,Somewhat agree,Somewhat agree,Strongly agree,Somewhat disagree,Strongly disagree,Strongly agree,Somewhat agree,Strongly agree,Strongly disagree,Strongly agree,Yes,5,Yes,6,6,6,6,heroin hashis marujhana,Heroin,Hashish,Marijuana/cannabis,#NULL!,#NULL!,Heroin,Marijuana/cannabis,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,Heroin Marujhana,Very likely,Not at all likely,Not at all likely,Not at all likely,No,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Very dangerous to your health,Very dangerous to your health,Very dangerous to your health,Very dangerous to your health,Very dangerous to your health,Very dangerous to your health,Very dangerous to your health,Very dangerous to your health,Very dangerous to your health,Very dangerous to your health,Veryserious,Veryserious,Verylikely,Somewhatlikely,Somewhatlikely,Somewhatlikely,Verylikely,Verylikely,Somewhatlikely,Verylikely,Somewhatserious,Veryserious,Verylikely,Somewhatlikely,Somewhatlikely,Somewhatlikely,Verylikely,Verylikely,Verylikely,Verylikely,No,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,#NULL!,Not at alllikely,Not at alllikely,Somewhatlikely,Strongly agree,"Yes, in school full-time",B (70% to 79%),Completed university (Bachelor,$1 to $10,No,No,138,136,119,Inactive,Primary Case
"2,562","2,733",1.038529000000,Complete,24-Mar-2011 01:40:05,24-Mar-2011 01:55:58,#NULL!,No,No,No,English,Win32,14,Female,Alberta,Alberta (include NWT),You live with one parent,No,Yes,"I was on a bus and there was this lady (about 20) on an advertisement who was a cocaine addict; she's also on a television commercial that says this:  One, two, kicked out of school. Three, four, snort some more.  Five, six, gotta get my fix. Seven....eight............feels...too...late. And I saw an advertisement on facebook that says ""DRUGS NOT FOR ME!"" and you can click the like button for it. Also, I saw another advertisement on a bus that showed a guy about 19 years old with pills.",Girl looking in mirror/changing appearance/rhyme,Not for me,#NULL!,#NULL!,#NULL!,1,0,0,0,0,0,0,1,1,0,0,0,0,0,#NULL!,,Yes,No,Yes,Yes,Yes,No,Yes,"Even though drugs may seem harmless at first, they can have life-long effects that we don't see immediately. Sometimes they happen quickly, other times they happen slowly.",Drugs are bad for you/your health,No,,#NULL!,Yes,No,No,,0drogue.com/not4me.com,drugsnot4me.ca,Government of Canada/federal government,#NULL!,,Strongly agree,Strongly agree,Somewhat agree,Somewhat disagree,Strongly agree,Strongly disagree,Somewhat agree,Strongly agree,Strongly disagree,Somewhat disagree,Strongly disagree,Yes,5,Yes,7A great deal,6,6,5,"Marijuana, cocaine, ecstasy, speed, heroin, meth, salvia (legal) crack cocaine.",Marijuana/cannabis,Crack/cocaine,Ecstasy,Amphetamines/speed,Heroin,Heroin,Ecstasy/MDMA,Amphetamine/speed,Cocaine/crack,#NULL!,#NULL!,#NULL!,"Heroin, ecstasy, speed, meth, cocaine, crack cocaine.",Somewhat likely,Not very likely,Not very likely,Not very likely,Yes,Told them no/I don't do drugs,#NULL!,#NULL!,#NULL!,#NULL!,I said I would try some then as the girl said she'd buy some for me I freaked out and said no thanks.,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all dangerous to your health,Somewhat dangerous to your health,Very dangerous to your health,Very dangerous to your health,Very dangerous to your health,Very dangerous to your health,Somewhat dangerous to your health,Very dangerous to your health,Somewhat dangerous to your health,Not very dangerous to your health,Not at allserious,Not veryserious,Not at alllikely,Verylikely,Not verylikely,Not verylikely,Not at alllikely,Not at alllikely,Not verylikely,Not at alllikely,Somewhatserious,Veryserious,Somewhatlikely,Verylikely,Not verylikely,Not verylikely,Not verylikely,Somewhatlikely,Verylikely,Somewhatlikely,Yes,Government,#NULL!,#NULL!,#NULL!,#NULL!,The government of Canada.,Yes,Not verylikely,Not verylikely,Not at alllikely,Somewhat agree,"Yes, in school full-time",A (80% to 100%),"Completed community college, vocational or trade school (or complete CEGEP)",$11 to $20,No,No,22,44,60,Active,Primary Case
"2,568","2,739",1.018072000000,Complete,24-Mar-2011 01:48:06,24-Mar-2011 01:56:51,#NULL!,No,No,No,Français,Win32,15,Female,Quebec,Quebec,You live with two parents,No,No,,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,No,No,No,No,No,No,No,,#NULL!,#NULL!,,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,#NULL!,#NULL!,,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,No,#NULL!,#NULL!,1Nothing,1Nothing,1Nothing,1Nothing,aucune idee,DK/NA,#NULL!,#NULL!,#NULL!,#NULL!,DK/NA,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,aucune idee,Very likely,Not at all likely,Not at all likely,Not at all likely,No,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Very dangerous to your health,Very dangerous to your health,Very dangerous to your health,Very dangerous to your health,Very dangerous to your health,Very dangerous to your health,Very dangerous to your health,Very dangerous to your health,Very dangerous to your health,Very dangerous to your health,Not veryserious,Somewhatserious,Not at alllikely,Not at alllikely,Not at alllikely,Not at alllikely,Not at alllikely,Somewhatlikely,Not at alllikely,Not at alllikely,Veryserious,Veryserious,Verylikely,Verylikely,Verylikely,Verylikely,Verylikely,Verylikely,Verylikely,Verylikely,No,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,#NULL!,Not at alllikely,Not at alllikely,Not at alllikely,Somewhat agree,"Yes, in school full-time",A (80% to 100%),"Some community college, vocational or trade school (or some CEGEP)",$21 to $40,No,No,9,32,47,Active,Primary Case
"2,569","2,740",0.866558000000,Complete,24-Mar-2011 01:48:24,24-Mar-2011 02:01:45,#NULL!,No,No,No,English,Win32,13,Male,Manitoba,Manitoba / Saskatchewan,You live with two parents,Yes,Yes,Freaky,Other,#NULL!,#NULL!,#NULL!,#NULL!,1,0,0,0,0,0,0,0,0,0,0,0,0,0,#NULL!,,Yes,No,No,No,Yes,Yes,Yes,Don't Do Drugs,Say no to drugs/stay away from drugs,No,,#NULL!,No,No,No,No,#NULL!,,Government of Canada/federal government,#NULL!,,Somewhat agree,Somewhat disagree,Somewhat disagree,Strongly agree,Strongly disagree,Somewhat disagree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Yes,20,Yes,5,7A great deal,7A great deal,7A great deal,Weed and Smokes,Marijuana/cannabis,Tobacco/nicotine/cigarettes,#NULL!,#NULL!,#NULL!,Marijuana/cannabis,Cocaine/crack,Smoking,#NULL!,#NULL!,#NULL!,#NULL!,Weed Crack cocaine and smokes,Very likely,Not at all likely,Not at all likely,Not at all likely,No,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Somewhat dangerous to your health,Very dangerous to your health,Very dangerous to your health,Very dangerous to your health,Very dangerous to your health,Very dangerous to your health,Very dangerous to your health,Very dangerous to your health,Very dangerous to your health,Very dangerous to your health,Veryserious,Veryserious,Verylikely,Verylikely,Verylikely,Verylikely,Verylikely,Verylikely,Verylikely,Somewhatlikely,Veryserious,Veryserious,Verylikely,Verylikely,Verylikely,Verylikely,Verylikely,Verylikely,Verylikely,Verylikely,Yes,Other,#NULL!,#NULL!,#NULL!,#NULL!,Xpariment.com,No,Not at alllikely,Not at alllikely,Not at alllikely,Strongly agree,"Yes, in school full-time",A (80% to 100%),Completed university (Bachelor,$1 to $10,No,No,152,147,125,Inactive,Primary Case
"2,570","2,741",0.974461000000,Complete,24-Mar-2011 01:49:26,24-Mar-2011 02:02:42,#NULL!,No,No,No,English,Win32,13,Male,Ontario,Ontario (include Nunavut),You live with one parent,No,No,,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Not to use drugs because of some of the effects from it.,Drugs are bad for you/your health,No,,#NULL!,Yes,No,No,No,#NULL!,,Government of Canada/federal government,#NULL!,,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Strongly disagree,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Yes,5,Yes,4,7A great deal,7A great deal,5,weed,Marijuana/cannabis,#NULL!,#NULL!,#NULL!,#NULL!,Cocaine/crack,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,cocaine crack,Very likely,Not at all likely,Not at all likely,Not at all likely,No,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Somewhat dangerous to your health,Very dangerous to your health,Very dangerous to your health,Very dangerous to your health,Very dangerous to your health,Very dangerous to your health,Very dangerous to your health,Very dangerous to your health,Very dangerous to your health,Very dangerous to your health,Somewhatserious,Veryserious,Verylikely,Verylikely,Verylikely,Verylikely,Somewhatlikely,Verylikely,Verylikely,Verylikely,Veryserious,Veryserious,Verylikely,Verylikely,Verylikely,Verylikely,Verylikely,Verylikely,Verylikely,Verylikely,No,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,#NULL!,Not at alllikely,Not at alllikely,Verylikely,Strongly agree,"Yes, in school full-time",B (70% to 79%),Completed high school (grades 11 in Quebec or 12 or 13 or OAC),$81 to $100,No,Yes,150,145,125,Inactive,Primary Case
"2,572","2,743",1.018072000000,Complete,24-Mar-2011 01:50:09,24-Mar-2011 02:02:11,#NULL!,No,No,No,Français,Win32,13,Male,Quebec,Quebec,You live with two parents,Yes,No,,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,No,No,Yes,No,No,No,Yes,assez troublant,DK/NA,No,,#NULL!,No,No,No,No,#NULL!,,Government of Canada/federal government,#NULL!,,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat agree,Yes,1,Yes,4,5,5,5,marijuana,Marijuana/cannabis,#NULL!,#NULL!,#NULL!,#NULL!,Cocaine/crack,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,cocaine,Somewhat likely,Not very likely,Not very likely,Not very likely,No,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Very dangerous to your health,Very dangerous to your health,Very dangerous to your health,Very dangerous to your health,Very dangerous to your health,Very dangerous to your health,Very dangerous to your health,Very dangerous to your health,Very dangerous to your health,Somewhat dangerous to your health,Somewhatserious,Veryserious,Verylikely,Verylikely,Not verylikely,Somewhatlikely,Somewhatlikely,Somewhatlikely,Somewhatlikely,Somewhatlikely,Veryserious,Veryserious,Verylikely,Verylikely,Somewhatlikely,Verylikely,Verylikely,Verylikely,Verylikely,Verylikely,No,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,#NULL!,Not at alllikely,Not at alllikely,Somewhatlikely,Strongly agree,"Yes, in school full-time",A (80% to 100%),Completed university (Bachelor,$11 to $20,No,No,105,110,100,Contemplative,Primary Case
